record_id,msisdn,imei,imsi,session_start,session_end,private_ip,public_ip,nat_port_start,bytes_up,bytes_down,dest_ip,dest_port,protocol,dest_domain,app_hint,row_sha256,batch_id,source_filename
IPDR00080,+919044997278,558867533963601,404497662702895,2026-08-11T22:24:00,2026-08-11T22:28:34,192.168.97.5,100.91.29.149,45375,21800000,220500000,104.244.42.129,443,TCP,api.twitter.com,browsing,ad447704a3c13b94547c0a4188a015d704a6c66447ec8be7f47309820d6201d7,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00081,+916611724005,158657809134318,404452858842474,2026-08-11T14:14:00,2026-08-11T14:37:18,10.33.23.77,100.91.29.149,20083,6000000,118100000,104.244.42.129,443,TCP,api.twitter.com,email,940ff408262455e1cd20fbea68b26463a7d785f9ce67e87722092417e3239655,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00082,+917529042284,102053950240266,404201177589178,2026-08-11T23:38:00,2026-08-12T00:09:36,172.22.84.243,100.120.37.231,54239,35600000,298700000,104.244.42.129,443,TCP,api.twitter.com,social,d3553c7285ad1b419d0bd8cdcd73d939bfe3239727c07f3ded5268e4dceaf75b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00083,+917529042284,102053950240266,404201177589178,2026-08-11T19:01:00,2026-08-11T19:18:18,10.187.19.97,100.120.37.231,58469,29400000,43700000,142.250.192.14,443,TCP,www.google.com,browsing,f0852cbfca66958d81801a948083248284882d7c2dba217412311197163faa68,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00084,+918159212499,698478961183676,404456576615654,2026-08-11T15:49:00,2026-08-11T16:31:32,192.168.59.107,49.168.62.106,30142,39800000,200300000,142.250.192.14,443,TCP,www.google.com,browsing,4aca442bbb632f63a91f01f55aaa114ffcd8eb654f053a7183df43b30b5633c9,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00085,+918159212499,698478961183676,404456576615654,2026-08-11T19:07:00,2026-08-11T19:41:23,172.19.138.160,49.168.62.106,40714,28400000,65599999,104.244.42.129,443,TCP,api.twitter.com,browsing,420545943d020efc49d3f19586a502be070a067493f13b008bec4e6d366a5203,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00086,+918159212499,698478961183676,404456576615654,2026-08-11T11:26:00,2026-08-11T12:02:55,172.22.102.200,49.168.62.106,18259,29000000,39700000,142.250.192.14,443,TCP,www.google.com,browsing,79b299e338a3d9915bc0dc41298333a65c626034f367ed636eb8151bd9ab4acb,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00087,+917049451983,731585149368996,404200940244550,2026-08-11T13:22:00,2026-08-11T13:44:09,172.23.1.4,106.73.205.18,45040,7300000,166700000,104.244.42.129,443,TCP,api.twitter.com,video,a840e6e653da3ccf50222b63ef29cc1aef3274cbe1b4eb30bd43289061b62b66,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00088,+917049451983,731585149368996,404200940244550,2026-08-11T09:58:00,2026-08-11T10:57:01,192.168.51.232,106.73.205.18,17794,23400000,150800000,142.250.192.14,443,TCP,www.google.com,browsing,7d0211bc47c3f923e2b26b7eaebf06731c7c2854159996d872b049580d9906ec,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00089,+917049451983,731585149368996,404200940244550,2026-08-11T14:29:00,2026-08-11T14:49:01,172.27.160.110,106.73.205.18,49424,19100000,34400000,142.250.192.14,443,TCP,www.google.com,video,1d0d6d10dad48d3c04e975213aeab26d54edfd109aff3c56b72dd91ee4c0116a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00090,+919104332181,001338908386376,404204026542351,2026-08-12T09:14:00,2026-08-12T09:42:18,10.49.90.122,122.185.98.181,41312,6200000,9900000,104.244.42.129,443,TCP,api.twitter.com,email,f3c0db54717ddce976dff32264c1c7d34572c7c931dc9ebcb1522255e2181738,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00091,+919104332181,001338908386376,404204026542351,2026-08-12T08:56:00,2026-08-12T09:04:21,192.168.220.134,122.185.98.181,28593,19800000,43400000,142.250.192.14,443,TCP,www.google.com,email,5411a651ca3733e8fbe748b8b01b09b5e3c114bd521cc6bb39a1ff21d9776603,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00092,+919104332181,001338908386376,404204026542351,2026-08-12T18:55:00,2026-08-12T19:44:37,172.19.217.35,122.185.98.181,17704,21700000,72700000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,8fa894bf123b6d9f622857f8f34553e4427b4563a66ad37ca94ea28f5f8036db,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00093,+917341316475,553419283276486,404455030564139,2026-08-12T14:58:00,2026-08-12T15:19:20,10.3.60.134,182.204.185.57,1495,24300000,165400000,142.250.192.14,443,TCP,www.google.com,social,06b2ff6624901ec21e357dd38643ef310539fb973b0e69e2f3e81cf70522b8c5,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00094,+917341316475,553419283276486,404455030564139,2026-08-12T19:41:00,2026-08-12T20:29:57,172.24.133.219,182.204.185.57,36158,32400000,125600000,142.250.192.14,443,TCP,www.google.com,browsing,7b682db16d5f8a5873306b618abc856faaa9dde08bdf800fd1274190c4e27376,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00095,+916784801845,287101226916693,404203010310518,2026-08-12T18:39:00,2026-08-12T19:27:27,10.189.247.65,49.160.29.13,21120,16500000,65099999,104.244.42.129,443,TCP,api.twitter.com,email,6033fe14fe756b9c328d37f4306737767fa092c54f41081451d7e7a7326f8667,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00096,+916784801845,287101226916693,404203010310518,2026-08-12T18:49:00,2026-08-12T19:41:13,172.21.51.55,49.160.29.13,34338,6400000,259800000,142.250.192.14,443,TCP,www.google.com,browsing,71568a2f6f91008a61196d320b078bd393539e7490a1243b0b95fd4241e57908,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00097,+916081219136,939909169985432,404493462475107,2026-08-12T17:51:00,2026-08-12T18:03:58,172.29.45.17,100.84.224.214,18265,16200000,192600000,142.250.192.14,443,TCP,www.google.com,browsing,9da778d0ad771562672e911de0a7d377787235edc0418f047887f15f88e904f5,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00098,+916081219136,939909169985432,404493462475107,2026-08-12T14:23:00,2026-08-12T15:06:34,192.168.29.243,100.84.224.214,51723,2500000,118400000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,0517d6be859722e9f7c49ef7ae99f8081c12bf46a88a9f4c39e21fe906ed924d,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00099,+916980841241,824493534874017,404864005242786,2026-08-12T22:28:00,2026-08-12T22:43:46,10.17.118.158,100.91.29.149,12131,34200000,279600000,104.244.42.129,443,TCP,api.twitter.com,email,aa45c1477b229a0e1d1199c189128a902b8fab6c18504c3c38498bdd33b708bc,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00100,+917053315869,322602563421605,404863375433036,2026-08-12T08:23:00,2026-08-12T09:09:42,172.28.207.151,100.97.19.28,14151,1000000,51400000,104.244.42.129,443,TCP,api.twitter.com,social,2a77c23be2361682c8ccc2e693bf536e8cb56352d48fdd8864cf43fbafeaf9b6,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00101,+917053315869,322602563421605,404863375433036,2026-08-12T23:00:00,2026-08-13T00:04:44,172.24.115.156,100.97.19.28,13772,4500000,88900000,104.244.42.129,443,TCP,api.twitter.com,email,6ce879560b33aa049e781105634fe33698f4ddd3d80d7add10efc518e66101e9,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00102,+917053315869,322602563421605,404863375433036,2026-08-12T21:59:00,2026-08-12T22:40:14,192.168.37.129,100.97.19.28,20308,1200000,56600000,142.250.192.14,443,TCP,www.google.com,email,92c16537c188d169d891634572968dcf7d1e6c4a64c3688c38ed99cefc7f724a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00103,+916569816934,608835615951489,404496564823662,2026-08-12T10:51:00,2026-08-12T11:52:48,172.31.124.194,100.91.29.149,23284,22000000,239000000,104.244.42.129,443,TCP,api.twitter.com,social,6d8e63d9b3f0dbc295e3b4f56ee716a001191410dfe32cc23b808ce5814cbabb,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00104,+916569816934,608835615951489,404496564823662,2026-08-12T21:43:00,2026-08-12T22:46:12,10.195.112.174,100.91.29.149,46976,23900000,13100000,104.244.42.129,443,TCP,api.twitter.com,browsing,6b345af7971d7a9563dfbf2ae8cf9e6824b98bc44e7750ab3e319b0998bf8f05,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00105,+918738721489,134332003791762,404203676320163,2026-08-12T17:26:00,2026-08-12T18:03:15,172.18.204.173,100.120.218.213,50096,21900000,211700000,142.250.192.14,443,TCP,www.google.com,social,b196e021e4934e39f447194e6cbcfe2f5223d42a93edaca7702529a69b9d0fb7,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00106,+918277434873,714345581223625,404451665876036,2026-08-12T09:35:00,2026-08-12T10:09:31,10.97.255.189,100.91.29.149,14109,13200000,69500000,104.244.42.129,443,TCP,api.twitter.com,email,c296a4f998992052339b2130b11693b295c93ea838ee8130900525d95e9d085a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00107,+918277434873,714345581223625,404451665876036,2026-08-12T14:47:00,2026-08-12T15:48:34,10.54.61.236,100.91.29.149,6167,11400000,72600000,104.244.42.129,443,TCP,api.twitter.com,video,400a4aceef98c06598b55269a1f2914bfeba0bb22b822fa08444003dff2354fc,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00108,+917734670656,729806990162729,404104653755646,2026-08-12T22:39:00,2026-08-12T23:33:10,192.168.161.127,100.66.78.62,59883,34400000,287600000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,b6ba896e75bdc77d5bea44cb50ce461a3b33b09d4c8e5a372c714b556048a1d4,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00109,+917734670656,729806990162729,404104653755646,2026-08-12T15:31:00,2026-08-12T16:25:10,10.216.244.241,100.66.78.62,36463,36700000,87700000,142.250.192.14,443,TCP,www.google.com,video,02ba0d482562362978188fbbfde4cce40b7068ef492307b8cbb15ad90af59072,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00110,+917734670656,729806990162729,404104653755646,2026-08-12T08:32:00,2026-08-12T09:00:52,192.168.235.81,100.66.78.62,46192,34600000,233900000,149.154.167.51,443,TCP,api.telegram.org,messaging,523b5abd9e09155a7a9cf577a5d05557a3a33270a91927a0e534f4d58533accf,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00111,+916271937452,193149190586514,404208776945314,2026-08-12T07:43:00,2026-08-12T08:10:54,10.134.121.69,103.123.208.126,31914,23700000,101000000,104.244.42.129,443,TCP,api.twitter.com,email,2e95e21eb17c4939a2adc73a13a41034aff06b7b708018812f5ecb105719b2d3,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00112,+918701436349,788568557444310,404455182337498,2026-08-12T17:23:00,2026-08-12T17:59:02,172.24.230.47,49.149.64.164,38471,17500000,128600000,104.244.42.129,443,TCP,api.twitter.com,social,9bdac01de2af6460b6319c4002121d821f5f3600e0f0bc31547422b1305d1cab,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00113,+918701436349,788568557444310,404455182337498,2026-08-12T11:36:00,2026-08-12T12:33:34,172.22.74.205,49.149.64.164,49425,4900000,84600000,104.244.42.129,443,TCP,api.twitter.com,video,5e8f0e8ddf7ee58e4e7bf0f3258c8426f408ecba7a8114bc9a5cf883daba28fe,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00114,+918701436349,788568557444310,404455182337498,2026-08-12T11:30:00,2026-08-12T11:44:03,172.25.128.144,49.149.64.164,57286,17400000,44700000,104.244.42.129,443,TCP,api.twitter.com,email,b90fb827401aae6b4a49fbd8c57d4d45fcd6697c208b6c7e573c9e63ef3751ad,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00115,+918094777520,711671902294137,404108699938677,2026-08-12T08:25:00,2026-08-12T09:14:08,192.168.49.116,106.122.88.142,49821,7400000,68600000,104.244.42.129,443,TCP,api.twitter.com,social,5717ae6b9f7bacbb5c8ef1b1a0e657908530f9997c6f77d1e2a35056541d8601,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00116,+918094777520,711671902294137,404108699938677,2026-08-12T17:16:00,2026-08-12T17:42:35,10.210.62.90,106.122.88.142,57867,22900000,279900000,104.244.42.129,443,TCP,api.twitter.com,social,e3bc6951dc971056779d78dc27c2c2e7c984a7c4f3653210667f29432084016f,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00117,+918094777520,711671902294137,404108699938677,2026-08-12T13:36:00,2026-08-12T14:31:16,192.168.228.228,106.122.88.142,6162,12100000,100900000,104.244.42.129,443,TCP,api.twitter.com,email,70d7d3d3015e84a2a984dfd8948bce3bafdfedd5c6fed9724dfd873d63b19116,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00118,+916936183242,067974034471340,404499401399049,2026-08-12T16:29:00,2026-08-12T17:30:16,192.168.207.218,192.168.236.106,5699,7500000,243300000,104.244.42.129,443,TCP,api.twitter.com,social,8809e7183bef2aba6640409689b523407ac6f66162317916624e12f203a14736,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00119,+916936183242,067974034471340,404499401399049,2026-08-12T09:10:00,2026-08-12T09:27:34,172.30.185.192,192.168.236.106,39488,13200000,197600000,104.244.42.129,443,TCP,api.twitter.com,social,8b75e426468f31be2b3c098c4880bacba5389580c2d01c39df77ce88a12fe60b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00120,+917859770348,477109324808614,404451712748467,2026-08-12T21:26:00,2026-08-12T21:40:33,192.168.40.54,100.117.174.240,11962,34300000,41900000,104.244.42.129,443,TCP,api.twitter.com,video,e5b8c1f29e81e04c8eea8c6f8cb0baf867576f5cff74361de3fff2d7766b1fa0,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00121,+917859770348,477109324808614,404451712748467,2026-08-12T19:06:00,2026-08-12T19:12:21,172.18.53.68,100.117.174.240,41531,37500000,144600000,142.250.192.14,443,TCP,www.google.com,browsing,f88e93203f37b93795ff861b5d49ff333bb599712dd38e2d6665ac6d972bd995,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00122,+917859770348,477109324808614,404451712748467,2026-08-12T11:05:00,2026-08-12T11:28:07,10.87.14.9,100.117.174.240,44510,9900000,222600000,149.154.167.51,443,TCP,api.telegram.org,messaging,91cc217bc38281ebfa2ef3c0a6dae5f3635e16f99830bd777af248046ad91897,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00123,+919044997278,558867533963601,404497662702895,2026-08-12T17:55:00,2026-08-12T18:28:53,10.90.233.162,100.91.29.149,50104,39000000,164500000,104.244.42.129,443,TCP,api.twitter.com,social,e3476760e584ec29ed6c60336111154e0d6745bd3df37c0812a299640fd7b5dc,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00124,+919044997278,558867533963601,404497662702895,2026-08-12T20:33:00,2026-08-12T21:37:02,172.27.211.67,100.91.29.149,11229,14500000,164200000,104.244.42.129,443,TCP,api.twitter.com,browsing,498718fe0ba70ad77c6c4b2ac0563d3869a4adcb57e097d4aed412f8afcb7e75,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00125,+916611724005,158657809134318,404452858842474,2026-08-12T07:00:00,2026-08-12T07:25:28,172.16.220.205,100.91.29.149,20220,12200000,162900000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,3796f5b0aba9565934eca097e4e7d022abb31cbd2511960ac12195755f1dd5e8,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00126,+916611724005,158657809134318,404452858842474,2026-08-12T14:50:00,2026-08-12T15:29:25,172.23.83.184,100.91.29.149,49331,15600000,126500000,104.244.42.129,443,TCP,api.twitter.com,email,f1371be838532ba941955b24ac926ef830bd5b0749df2049af082d3173bef419,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00127,+917529042284,102053950240266,404201177589178,2026-08-12T19:53:00,2026-08-12T20:10:03,172.24.211.49,100.120.37.231,56957,11300000,129600000,104.244.42.129,443,TCP,api.twitter.com,video,a9ede6a7642891c47e5cd7d9900112798840b77fa0345385db91d37336fca918,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00128,+917529042284,102053950240266,404201177589178,2026-08-12T09:11:00,2026-08-12T09:32:46,192.168.251.49,100.120.37.231,22037,5300000,139300000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,8acc2bff0280707a5cbacd2b5181bd557c318909f4f582abc2c0f8cc495f744b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00129,+917529042284,102053950240266,404201177589178,2026-08-12T07:09:00,2026-08-12T07:47:31,10.224.4.60,100.120.37.231,6935,1900000,291800000,104.244.42.129,443,TCP,api.twitter.com,social,2287f40531d0ce4bede0a1ecf0c3b5fbce0ea98e34628a1c9c16dac2ecd1c2f2,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00130,+918159212499,698478961183676,404456576615654,2026-08-12T07:31:00,2026-08-12T07:56:20,172.17.169.21,49.168.62.106,56306,17400000,236800000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,831ae0e1dc48eeddc145aaa0893244feadff366d9b9cfe9482fbb26fca54f96b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00131,+917049451983,731585149368996,404200940244550,2026-08-12T08:17:00,2026-08-12T08:23:52,10.62.127.99,106.73.205.18,51567,22200000,58600000,104.244.42.129,443,TCP,api.twitter.com,social,32288ab2cb54442976821fc23231abe50e5aaf52661511dc95fe37735f6afefb,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00132,+919104332181,001338908386376,404204026542351,2026-08-13T08:06:00,2026-08-13T08:41:01,192.168.162.67,122.185.98.181,35456,29200000,183400000,104.244.42.129,443,TCP,api.twitter.com,social,6469e6973d0ec884e5bffaf707586e8893010fe890cbcc77462d8584f2c99279,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00133,+917341316475,553419283276486,404455030564139,2026-08-13T18:59:00,2026-08-13T19:42:56,10.119.148.251,182.204.185.57,13708,22900000,158300000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,301f28c7e6777bb78496f433b157fa8116e2c253745aa9a476456d969012cb13,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00134,+917341316475,553419283276486,404455030564139,2026-08-13T07:07:00,2026-08-13T07:40:44,172.17.170.90,182.204.185.57,37751,25400000,39800000,104.244.42.129,443,TCP,api.twitter.com,video,cf0890639abf98b9bdef9c33a8ff0389ad00b1e5bfa97ba5a77181e0e7e8979a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00135,+917341316475,553419283276486,404455030564139,2026-08-13T13:00:00,2026-08-13T13:49:06,192.168.165.197,182.204.185.57,1425,12000000,238100000,104.244.42.129,443,TCP,api.twitter.com,social,a903d49c8c9d6d8e856a8f8a3d1293ff44d7e66f1aa94d272b697876bf04950c,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00136,+916784801845,287101226916693,404203010310518,2026-08-13T17:21:00,2026-08-13T18:12:27,172.26.245.235,49.160.29.13,32120,23200000,288200000,142.250.192.14,443,TCP,www.google.com,video,bf54f44555595a1dde62f4405da330daef826f5c40f9829a43094c1a68e8c003,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00137,+916081219136,939909169985432,404493462475107,2026-08-13T11:30:00,2026-08-13T12:14:49,172.17.153.145,100.84.224.214,48535,19000000,260200000,104.244.42.129,443,TCP,api.twitter.com,social,040bd1b9bdad032df0d7ba097544986c52c3b0ddc72167875ceb147b3c19043b,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00138,+916980841241,824493534874017,404864005242786,2026-08-13T17:35:00,2026-08-13T17:51:13,10.143.15.87,100.91.29.149,25615,23500000,102900000,142.250.192.14,443,TCP,www.google.com,social,a05d41fa4db68a840b6e40b81f4291dc39c6fa18d59036b6fda208ac96dac4d2,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00139,+916980841241,824493534874017,404864005242786,2026-08-13T12:36:00,2026-08-13T12:50:47,192.168.16.70,100.91.29.149,28147,24200000,260100000,104.244.42.129,443,TCP,api.twitter.com,social,f3dc1211ac654c94dd680519feb2bfc44162d6ab6d989198b8b60643874e32f5,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00140,+916980841241,824493534874017,404864005242786,2026-08-13T09:31:00,2026-08-13T09:58:22,10.57.191.201,100.91.29.149,3474,18600000,285500000,104.244.42.129,443,TCP,api.twitter.com,video,87c4c6f79711f90b75862a5c57f6bd4482a01a88cd1292085b8d84cb88a05abc,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00141,+917053315869,322602563421605,404863375433036,2026-08-13T09:28:00,2026-08-13T10:24:32,172.25.167.37,100.97.19.28,51452,19800000,152500000,104.244.42.129,443,TCP,api.twitter.com,video,a5fa88340f643bf9401d56f5307d033f40be2849d783a80bbd5bd0007919b789,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00142,+916569816934,608835615951489,404496564823662,2026-08-13T23:43:00,2026-08-13T23:59:00,10.159.22.176,100.91.29.149,56606,29300000,140500000,142.250.192.14,443,TCP,www.google.com,email,17b7b1a3fd12b2e420619944778abe623e6d68fd492a509a4cbd077c7a6b1bb3,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00143,+918738721489,134332003791762,404203676320163,2026-08-13T09:21:00,2026-08-13T10:23:42,192.168.159.164,100.120.218.213,59490,2800000,158600000,142.250.192.14,443,TCP,www.google.com,social,e176fbbf8c0f7e8e435416b5e6fa4a5b9d1e0936acfee8669a321ae6782e4b41,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00144,+918738721489,134332003791762,404203676320163,2026-08-13T13:20:00,2026-08-13T13:35:08,172.20.80.71,100.120.218.213,8525,12200000,162000000,149.154.167.51,443,TCP,api.telegram.org,messaging,a12bf0e97cd3d6e01c205cbe68b3eaa3d3e57cd8fc6e9673a05b44036886a646,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00145,+918738721489,134332003791762,404203676320163,2026-08-13T07:39:00,2026-08-13T07:55:06,192.168.145.147,100.120.218.213,17068,22200000,167100000,142.250.192.14,443,TCP,www.google.com,social,2b108d392aa90e54c8e4bec800255221e1f40b86d104fe4e778b6a5f4d6c8b72,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00146,+918277434873,714345581223625,404451665876036,2026-08-13T09:19:00,2026-08-13T09:57:54,10.196.27.23,100.91.29.149,28972,18300000,43400000,149.154.167.51,443,TCP,api.telegram.org,messaging,cbc07523eb7b81a3aaed7c323a2cb5dd243b417866b64a7ea109771bff1ae551,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00147,+917734670656,729806990162729,404104653755646,2026-08-13T12:45:00,2026-08-13T13:29:04,172.20.47.209,100.66.78.62,53606,14900000,103000000,142.250.192.14,443,TCP,www.google.com,video,3120c626470a101f9b2b2b3732391e57764a9db9a4a79679d343d67e09510aa7,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00148,+917734670656,729806990162729,404104653755646,2026-08-13T21:06:00,2026-08-13T21:29:11,10.114.73.221,100.66.78.62,59724,27700000,214500000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,69df53207d5cb78a4252b687bb999e39a8c7409c0386037942e4232fbba6567d,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00149,+916271937452,193149190586514,404208776945314,2026-08-13T15:58:00,2026-08-13T16:26:45,172.31.15.17,103.123.208.126,32175,8199999,275600000,104.244.42.129,443,TCP,api.twitter.com,social,2dc41f803f498d0890d2f90d2b7bfcf6d5413da85be88d24609f83db3856807a,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00150,+916271937452,193149190586514,404208776945314,2026-08-13T10:22:00,2026-08-13T10:55:29,192.168.52.104,103.123.208.126,54603,34000000,88300000,142.250.192.14,443,TCP,www.google.com,social,63ca193df5beb6bf4b9d2b729d7927d0ba9a3391120f6bc9924f888a7d530486,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00151,+916271937452,193149190586514,404208776945314,2026-08-13T10:20:00,2026-08-13T11:16:05,10.124.81.250,103.123.208.126,32636,12800000,141000000,104.244.42.129,443,TCP,api.twitter.com,email,0f64ec751e33ef2c107c924a56d49c29906daa4a96f327737312817df94856de,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00152,+918701436349,788568557444310,404455182337498,2026-08-13T09:21:00,2026-08-13T10:18:33,192.168.120.45,49.149.64.164,44448,28100000,132199999,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,583583a68bfdd55d8b29f1dc31dd2affd16d078fa3059ca16678b7fb0bceee53,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00153,+918701436349,788568557444310,404455182337498,2026-08-13T09:47:00,2026-08-13T09:56:48,172.21.157.245,49.149.64.164,27618,24100000,141600000,142.250.192.14,443,TCP,www.google.com,email,781d019a10e5bf467115cd507c3b738275cc9d54f8fb3c11db5357c5f900cf80,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00154,+918094777520,711671902294137,404108699938677,2026-08-13T10:43:00,2026-08-13T11:07:21,10.0.75.170,106.122.88.142,10803,20300000,199700000,142.250.192.14,443,TCP,www.google.com,browsing,60b9ee5de63fb76090b6e42a0d609bbd59d0ead3cf5a305c350a2f77f55f7838,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00155,+916936183242,067974034471340,404499401399049,2026-08-13T16:24:00,2026-08-13T16:39:21,172.27.45.150,192.168.236.106,1556,9000000,263800000,104.244.42.129,443,TCP,api.twitter.com,social,62d06ed02cb051640b93cae2796f59b9cfd4560124b8900138d53df8447a5372,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00156,+916936183242,067974034471340,404499401399049,2026-08-13T23:25:00,2026-08-14T00:25:11,10.183.56.221,192.168.236.106,19518,12500000,113900000,142.250.192.14,443,TCP,www.google.com,email,a650b150f4087d69e39e13bf373bccc2f74f0334bdcecf563588632d68e8ff23,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00157,+917859770348,477109324808614,404451712748467,2026-08-13T14:27:00,2026-08-13T15:11:40,192.168.108.170,100.117.174.240,12388,13400000,117900000,149.154.175.53,5222,TCP,mtproto.telegram.org,messaging,24206080033fcd1f22c5aae067fe59a92a48e1ea919dab03d9a5263434328aae,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00158,+919044997278,558867533963601,404497662702895,2026-08-13T11:12:00,2026-08-13T12:11:34,192.168.64.35,100.91.29.149,1784,37100000,252800000,104.244.42.129,443,TCP,api.twitter.com,video,d37c710a90bf24fb90163d2fd11937794cfc31b2489fda155cdef8d20960beb6,951295eb92521845564dfa6eb48f60cd,ipdr.csv
IPDR00159,+919044997278,558867533963601,404497662702895,2026-08-13T09:41:00,2026-08-13T09:52:49,10.70.212.221,100.91.29.149,30910,29100000,148600000,149.154.167.51,443,TCP,api.telegram.org,messaging,32de3d958631422bfe4685d736ab15fb86e4075a4aa2bcf3704d718bea5cbd55,951295eb92521845564dfa6eb48f60cd,ipdr.csv
