record_id,a_party,b_party,start_time,duration_sec,direction,call_type,imei,imsi,lac,cell_id,tower_lat,tower_lon,row_sha256,batch_id,source_filename
CDR00198,+918489638346,+917911718227,2026-08-12T14:00:00,194,MT,voice,287101226916693,404103267736026,4770,75570,30.70705,76.77017,ab760ea15bacdb8f92ea37c5697fd82f782033b5acbbad1742218c880bd67810,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00199,+918489638346,+918159212499,2026-08-12T18:44:00,74,MO,voice,287101226916693,404103267736026,6053,15952,30.66646,76.80813,527a6055ed47b393eac3bc6b4da6926f0bef483e8518f89964bc29bb912b78a4,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00200,+918489638346,+917787133150,2026-08-12T20:06:00,150,MO,voice,287101226916693,404103267736026,6053,15952,30.66646,76.80813,02072e70b5f99f9190fe9731da25d8929b3da443c6b404953dbbb8421bc18eb8,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00201,+917787133150,+917175946474,2026-08-12T13:45:00,193,MO,voice,287101226916693,404106474687234,4770,75570,30.70705,76.77017,030418e0981955ebdde28e43b3dfbc9465d2890f0d17c0d2280e4c8dddaa9ff9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00202,+917787133150,+918489638346,2026-08-12T21:29:00,357,MO,voice,287101226916693,404106474687234,4770,75570,30.70705,76.77017,bfc714877785e65d3fc07544a59671bc25ca5134da28f42955bfcbcfd6165df2,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00203,+916081219136,+918159212499,2026-08-12T20:53:00,319,MT,voice,939909169985432,404493462475107,1815,98338,30.64979,76.74317,0f35228df7dc9ed524ac50440f4ec36aeeb94e1a300cae0f1eb8627ebdc10a69,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00204,+916980841241,+917787133150,2026-08-12T10:24:00,356,MT,voice,824493534874017,404864005242786,3578,58503,30.6774,76.72893,6707bcc3b5219613d56fc968abbed3fefb08322890ab11d37d9a6b89d1bb8a1b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00205,+916980841241,+917455623869,2026-08-12T14:17:00,223,MT,voice,824493534874017,404864005242786,3578,58503,30.6774,76.72893,08c74f1e24e4d5fc05785a5a3eab50ee82ad50d82a325b4d7fa4e6ce220d6bc4,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00206,+917053315869,+917787133150,2026-08-12T20:38:00,378,MT,voice,322602563421605,404863375433036,3248,43491,30.67473,76.7044,25041dc0d205304eebd755c291caf184b9f9d850193d509b9157777c8ba0143e,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00207,+917053315869,+916936183242,2026-08-12T13:12:00,127,MT,voice,322602563421605,404863375433036,9149,66446,30.66108,76.73562,87093f3ff7ca25048ace526f3bfacd71a45e429f6734617036103011b3adbe7c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00208,+916569816934,+917053315869,2026-08-12T17:45:00,79,MT,voice,608835615951489,404496564823662,9624,22249,30.71752,76.74081,9f70829d16d9f9cdac12cad103d74861313a7131a0b3bb66afd17f3f9245c82c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00209,+916569816934,+917049451983,2026-08-12T20:43:00,293,MT,voice,608835615951489,404496564823662,3248,43491,30.67473,76.7044,5f2594cb155b5b26e1f3502524cd6043f77ebf092dfd76fb5415c9f4f8a1b8ce,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00210,+918738721489,+917709521456,2026-08-12T10:01:00,215,MO,voice,134332003791762,404203676320163,2391,16895,30.65867,76.78053,777a19f4fa682c0c01f482820aa220fb49603cc45e25f4cf2a22a5ecb332798c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00211,+918277434873,+917241904966,2026-08-12T12:18:00,369,MT,voice,714345581223625,404451665876036,8682,67961,30.71577,76.78556,446aa1ef9226e923d0fe0b7b73f1bfae5d4d7f48cb051b55aa1930a10e07b34d,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00212,+918277434873,+918701436349,2026-08-12T13:48:00,297,MO,voice,714345581223625,404451665876036,6928,21551,30.69241,76.7027,a7e10b838a903065aa0d18fc0bfc33c598a107f1c0d7f2e12cd8864daf5a2e22,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00213,+917734670656,+918159212499,2026-08-12T14:47:00,351,MT,voice,729806990162729,404104653755646,3842,88957,30.65834,76.7811,987fcb30892daa77a5fa5fe8e7284d4aca98d9dd12a817eee25bec0ab65d78bc,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00214,+916271937452,+916462704828,2026-08-12T19:24:00,233,MT,voice,193149190586514,404208776945314,6731,50662,30.75612,76.77382,4d029d9d66bfe63f5b585f45fa6d1f324e62e9b0d8ab53aa14b10a26ca9a259c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00215,+916271937452,+919104332181,2026-08-12T15:12:00,337,MT,voice,193149190586514,404208776945314,6928,21551,30.69241,76.7027,7ca2d5db8f35d91211dba688bc29ee952cd42bbd07fb8a884ed7b90c692bd6fc,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00216,+916271937452,+917859770348,2026-08-12T13:49:00,391,MO,voice,193149190586514,404208776945314,6731,50662,30.75612,76.77382,254fe8cab842aad0ad49abd63b97568e420a5d56755eda0112513331fa338fc7,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00217,+917241904966,+917053315869,2026-08-12T12:47:00,283,MO,voice,850671657262845,404863799650752,8682,67961,30.71577,76.78556,fd4e378a8f36bd5fb7035d7ab2daf41fd3f670539d6a8fee4078bf22283fcd19,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00218,+918701436349,+918159212499,2026-08-12T15:08:00,102,MT,voice,788568557444310,404455182337498,1920,56129,30.70088,76.72725,4dcb5512c0b05aac026e12bc56b34fd41843258c30241f46942c7f4316b1e3c0,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00219,+918701436349,+916081219136,2026-08-12T08:09:00,185,MO,voice,788568557444310,404455182337498,4770,75570,30.70705,76.77017,21df39242a70726be6498a814410edc18237e46ce621633790f65deec4175758,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00220,+918701436349,+918094777520,2026-08-12T22:50:00,313,MT,voice,788568557444310,404455182337498,6072,83259,30.6852,76.785,0d8db0d600893f4c6875ce321753a5207d73589acff5eabae4a9f430bac5ed5e,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00221,+918094777520,+917709521456,2026-08-12T14:11:00,286,MO,voice,711671902294137,404108699938677,6053,15952,30.66646,76.80813,b9e52390aa655702cda6d8f0c4bf7b85d4fc8f0c3dd68952166bf37858faf185,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00222,+918094777520,+917455623869,2026-08-12T19:05:00,198,MO,voice,711671902294137,404108699938677,2257,94497,30.74371,76.79264,0d3785caab9ceaedd12b38ddd8b598be7bda98cc960fa24226b9b472f9e3c126,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00223,+918094777520,+918024994717,2026-08-12T17:23:00,170,MO,voice,711671902294137,404108699938677,3463,53694,30.64978,76.76963,5624edd3e06471902d4385e774a76a150e92ab605cb6cfcbeb48c2eecb14105c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00224,+916936183242,+918159212499,2026-08-12T07:07:00,362,MT,voice,067974034471340,404499401399049,4084,52143,30.7126,76.75016,f88698b22db35819079b05001e679ecce52bc0e6c2ef06910db60cf61e4bc66b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00225,+916936183242,+917734670656,2026-08-12T08:43:00,184,MT,voice,067974034471340,404499401399049,3419,40968,30.65234,76.72072,76744b7ebe4d78a1be5dfe8ab3e1c0397edd855523072ad166e134c4bb990747,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00226,+916936183242,+919044997278,2026-08-12T15:34:00,390,MT,voice,067974034471340,404499401399049,1672,68947,30.74909,76.7586,e12b7fb60c315e5e60b7828bb9443b52b08d5e1cf4eccbab08e26b151062f17a,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00227,+916936183242,+917859770348,2026-08-12T21:31:00,42,MT,voice,067974034471340,404499401399049,3419,40968,30.65234,76.72072,35ee608860359aa92624bc238c7c79c5c238ff24e26c6f5e510a311f33d60e88,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00228,+918024994717,+918953394210,2026-08-12T09:06:00,105,MO,voice,067974034471340,404102787429671,3419,40968,30.65234,76.72072,a403fdc4fffc73d50e02c83c7ab243d1187b5ff1688a94e8e5991735a68b47e6,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00229,+918024994717,+918738721489,2026-08-12T20:53:00,73,MO,voice,067974034471340,404102787429671,4084,52143,30.7126,76.75016,b74ba21aae023d498ebba4e65781bf0c207d6d8bf8f2fee2843165f1a4823407,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00230,+918024994717,+917221969379,2026-08-12T09:47:00,371,MO,voice,067974034471340,404102787429671,6072,83259,30.6852,76.785,e3a250e2ff9d7a7315de4af16aeaaf35c772ac17643720261bfb16813b3e5670,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00231,+919648877190,+916784801845,2026-08-12T09:04:00,47,MO,voice,067974034471340,404865655125674,3093,97833,30.72434,76.80365,26c243026366b4a7db04382bf4a80474bb0b31627199a22441cc78c843d786f6,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00232,+919648877190,+916489325288,2026-08-12T14:58:00,152,MT,voice,067974034471340,404865655125674,4084,52143,30.7126,76.75016,3894c943302bc1ea33df6575bc13ea61a64b5de3604eb0901b0b21ce8c6376df,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00233,+919648877190,+916611724005,2026-08-12T20:20:00,28,MT,voice,067974034471340,404865655125674,3093,97833,30.72434,76.80365,5b62c816330da1aee16cbcda7a4263b74ef83dbdf6b24dadcd02c9a2063a8834,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00234,+917859770348,+916489325288,2026-08-12T08:44:00,57,MT,voice,477109324808614,404451712748467,6928,21551,30.69241,76.7027,99b472848d56bc12049ff05e812e3b32ee802ed029ed59a472b0b8377082bf27,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00235,+919044997278,+918094777520,2026-08-12T09:18:00,244,MT,voice,558867533963601,404497662702895,7947,73656,30.71285,76.7397,6e2447b88a0cbeefd5c307c5336f5ecb96c75acd3b49d3ffca4e4687eea34e53,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00236,+919044997278,+917341316475,2026-08-12T22:10:00,293,MO,voice,558867533963601,404497662702895,1897,11007,30.66453,76.80344,04221546eac21d4a6f01240b7dc92c7e285bf2454f3009133ed8ab0e3558de50,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00237,+919044997278,+917529042284,2026-08-12T16:40:00,93,MT,voice,558867533963601,404497662702895,8147,12456,30.69517,76.69934,e6278f357a281c77c131f212ebb69ec43fd156a9012ae13ac103e9c237b0be04,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00238,+916611724005,+919104332181,2026-08-12T11:07:00,41,MO,voice,158657809134318,404452858842474,9691,38197,30.68514,76.74444,69a3b134ae731e18a5a4dbd71a0b1b80bce9e3e1b8aad126ea1560587030048c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00239,+916611724005,+917529042284,2026-08-12T09:19:00,127,MT,voice,158657809134318,404452858842474,2391,16895,30.65867,76.78053,530b969113537ed2f3c2896f55b2cd460cc15cdbf2ac3765de7d93148c33d4e5,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00240,+916611724005,+918953394210,2026-08-12T11:10:00,114,MO,voice,158657809134318,404452858842474,8682,67961,30.71577,76.78556,a046305f5da2471ff5ee3c584e1428584a8c8006293bcd7282b423e97af7de96,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00241,+917455623869,+918489638346,2026-08-12T12:42:00,310,MO,voice,158657809134318,404491712368516,8601,83889,30.73119,76.74387,e6d6a6787951d5758f1f1c3d7393f9b31e9690f56c0144188add604e140c31eb,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00242,+917455623869,+917175946474,2026-08-12T09:18:00,363,MO,voice,158657809134318,404491712368516,8682,67961,30.71577,76.78556,109bf1aee87bde5f500907302706190482eed5d57f3ad4c4728c2df14bfc38e2,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00243,+917221969379,+918024994717,2026-08-12T18:08:00,363,MO,voice,158657809134318,404104817549651,7697,54350,30.72147,76.69628,c91251fc9ee1706a702a5b9cee916df88eb66dfcd603f3500e90c9440582df7c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00244,+917221969379,+916489325288,2026-08-12T13:20:00,268,MT,voice,158657809134318,404104817549651,2391,16895,30.65867,76.78053,f7cb36017aa482817697c850aafb0ade6521583a709ba037dc135a2111edf151,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00245,+917221969379,+918094777520,2026-08-12T11:36:00,310,MT,voice,158657809134318,404104817549651,9691,38197,30.68514,76.74444,8827e6a33c7511122f63708860f2e5756b1eed86d4d60df149279cb7f47a5861,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00246,+917221969379,+916980841241,2026-08-12T07:20:00,146,MO,voice,158657809134318,404104817549651,2391,16895,30.65867,76.78053,bc589172c76a97264413737eeda6ba3858874f47a67150bbddeb8e81eb7b2acc,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00247,+917374740748,+917241904966,2026-08-12T18:08:00,367,MT,voice,158657809134318,404457098593174,9691,38197,30.68514,76.74444,930acf90b9e2546cd0e0479446dbe2b1bc9cb490398b308a1c50d44e70d7b671,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00248,+917374740748,+919648877190,2026-08-12T16:31:00,302,MO,voice,158657809134318,404457098593174,8601,83889,30.73119,76.74387,02669bac83eb02007e3508d7661886415a102c46f41662aefe327cb926f3c03a,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00249,+917374740748,+917957015430,2026-08-12T15:54:00,91,MO,voice,158657809134318,404457098593174,2391,16895,30.65867,76.78053,8d4cd4e98f4e995d42e28b1cf95c964188764ecb31cdd275acc96325a6725d22,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00250,+917175946474,+916489325288,2026-08-12T07:54:00,279,MO,voice,158657809134318,404861200471138,8601,83889,30.73119,76.74387,9585a41bc8eab6f674565b98b35fbe9403075b92865c0381219b452e49239d52,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00251,+918671369594,+918738721489,2026-08-12T08:35:00,153,MT,voice,158657809134318,404456758692617,8682,67961,30.71577,76.78556,b2df260a8569a783197a3a1c2045e44abfbdc77fc534f05ab888ab6b34f3a6f7,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00252,+918671369594,+917859770348,2026-08-12T19:14:00,321,MT,voice,158657809134318,404456758692617,8601,83889,30.73119,76.74387,6bf11f8e1bc55407f3f116b1d6253eece3aafec03e98902723358c7f6927fe1f,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00253,+918671369594,+918953394210,2026-08-12T09:25:00,206,MO,voice,158657809134318,404456758692617,8601,83889,30.73119,76.74387,9fc0a78cd3f02125d7d86b587d529572782dfd3d6ca5f2e4370068f6f7eff0a6,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00254,+918671369594,+916980841241,2026-08-12T11:28:00,101,MO,voice,158657809134318,404456758692617,8601,83889,30.73119,76.74387,a5864f3a39446de27c6a11085dc0630f647b4f3e07ddd72fdbb350436d54fa70,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00255,+917064090974,+918671369594,2026-08-12T18:02:00,132,MT,voice,158657809134318,404206405377351,8682,67961,30.71577,76.78556,8056ffdf7a346cd647eb14d8ef4a6a4939d967fa1d03aa11fd770e43ef2d5b52,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00256,+917064090974,+917859770348,2026-08-12T14:02:00,362,MO,voice,158657809134318,404206405377351,8682,67961,30.71577,76.78556,c2ecbe450864543caa08c9f86f07e4002ed4bb9d4bf74dc9f520aca72345d5cf,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00257,+918953394210,+918671369594,2026-08-12T21:56:00,43,MO,voice,158657809134318,404498506431713,8682,67961,30.71577,76.78556,b5dba6a64f8ebc4f8511ca797cd240670baf12081dde09056f0f3034e64b62c1,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00258,+918953394210,+917911718227,2026-08-12T15:53:00,399,MT,voice,158657809134318,404498506431713,8601,83889,30.73119,76.74387,275002436c6cf0969f37e7dbbbc8eaf972db1ebeaba1140d05001e4df7c592ae,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00259,+918953394210,+917053315869,2026-08-12T19:41:00,213,MT,voice,158657809134318,404498506431713,8682,67961,30.71577,76.78556,32e1010e26bdc93354258f8ab1021b84688786ed2553840ae61aac28d96e541c,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00260,+918953394210,+917709521456,2026-08-12T15:24:00,134,MT,voice,158657809134318,404498506431713,8682,67961,30.71577,76.78556,e20f5263dc79b71a5363448314880dd9d6298603a541d6067e06dd5255f0ca13,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00261,+917709521456,+918671369594,2026-08-12T07:32:00,91,MT,voice,158657809134318,404200053293183,8682,67961,30.71577,76.78556,28ad44eb777570e151c41b029e7fdc87bccf8c87fc58b62fe737adc985e1ec01,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00262,+917709521456,+918953394210,2026-08-12T15:13:00,96,MO,voice,158657809134318,404200053293183,8601,83889,30.73119,76.74387,44f8db73454413e1bb7dae70bd5b3a4b5f2a3a20804a95f8cf09d2e6a1bc12c4,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00263,+917709521456,+918489638346,2026-08-12T14:26:00,189,MO,voice,158657809134318,404200053293183,9691,38197,30.68514,76.74444,5fe8ca8a200a13b020c09e06d1d3083253e112d315f6643dbf68215a58db7212,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00264,+917709521456,+918671369594,2026-08-12T13:37:00,102,MT,voice,158657809134318,404200053293183,3578,58503,30.6774,76.72893,15133aa9ec22267547afdd6c857f9de8b919da7223740f854b561fa15a95f807,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00265,+917529042284,+917049451983,2026-08-12T12:08:00,342,MO,voice,102053950240266,404201177589178,2234,33218,30.75416,76.76535,ca6a753840c59d1bb20c686b080f6a627d2bb5da8bd2cd85dbf69f0b586803cb,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00266,+917529042284,+916462704828,2026-08-12T12:16:00,112,MT,voice,102053950240266,404201177589178,6129,85465,30.69151,76.73853,7fc6311e29a35bba8718f0784c0562e43e3bbb6f256607af13177098ee2a23c0,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00267,+918159212499,+918701436349,2026-08-12T09:13:00,249,MT,voice,698478961183676,404456576615654,3419,40968,30.65234,76.72072,0c89e3225f4ab9a615ca596d30459a185cab4a89e6dd8de6e2ec7aa97f371987,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00268,+917049451983,+917455623869,2026-08-12T11:50:00,318,MO,voice,731585149368996,404200940244550,4176,55793,30.68213,76.80499,73ea2081eb599095389b1ebbb10305aac299b4d2b10c58e3a7a1f57ad6393fed,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00269,+917049451983,+916271937452,2026-08-12T12:46:00,371,MT,voice,731585149368996,404200940244550,4176,55793,30.68213,76.80499,da91a5569cfaaf7175c838fd6e0c9a8b6c8ac2a90776fbe6baf7193da4515b70,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00270,+919104332181,+917734670656,2026-08-13T08:12:00,255,MO,voice,001338908386376,404204026542351,3419,40968,30.65234,76.72072,c0a7e82b5af1724b36e5658bd1731dd53ef55bfde9abeaaf729096e7bae234d3,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00271,+919104332181,+918671369594,2026-08-13T19:43:00,179,MT,voice,001338908386376,404204026542351,3419,40968,30.65234,76.72072,b864706cae08c425f4210bcfdeaf0f2f4b7dd324a5d826acae11d989e204201d,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00272,+919104332181,+918159212499,2026-08-13T10:16:00,266,MT,voice,001338908386376,404204026542351,3419,40968,30.65234,76.72072,4b79db9e390a72daa97745ce301804198f8c81a394342da59e4d57da81a456f9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00273,+919104332181,+918738721489,2026-08-13T10:15:00,344,MT,voice,001338908386376,404204026542351,3419,40968,30.65234,76.72072,97b3b3354f9a05b9faf8f4586d7cdfcb7ce20a8a9289f821e2b79db0d6800347,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00274,+917341316475,+918489638346,2026-08-13T19:50:00,144,MO,voice,553419283276486,404455030564139,9307,60394,30.69553,76.75652,2c7536f81cb9fe628c22b7219f0559e74091cd75e52ef921f41a8234db01a26e,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00275,+917341316475,+918671369594,2026-08-13T11:23:00,65,MO,voice,553419283276486,404455030564139,9149,66446,30.66108,76.73562,6dced49aaaf63a9ee228119784e5102030dc02883a675f446d467a2da88cee43,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00276,+917341316475,+918024994717,2026-08-13T08:03:00,202,MO,voice,553419283276486,404455030564139,9149,66446,30.66108,76.73562,25eb906e6e94442b5fd3469f956079fac5b4891d48106fd12ced95c2d74a6ecf,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00277,+916784801845,+917064090974,2026-08-13T14:20:00,305,MT,voice,287101226916693,404203010310518,6053,15952,30.66646,76.80813,9f7f4092758a72d7e8b148b0663e7a3550e43f228680c6c2dcd54f9b58fb8c23,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00278,+916784801845,+916569816934,2026-08-13T07:44:00,213,MT,voice,287101226916693,404203010310518,4770,75570,30.70705,76.77017,93ff2864ae40882f625ba1c6f15dcdbb11236d5e8e612ad8c2c3ab662b7d5850,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00279,+916462704828,+917064090974,2026-08-13T21:35:00,170,MT,voice,287101226916693,404454738299737,4770,75570,30.70705,76.77017,d7b60fdfba42c4828333cc4c8cbebd1f72184f8d70842651e4288720f228368b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00280,+916489325288,+916936183242,2026-08-13T21:17:00,326,MO,voice,287101226916693,404863116566701,1897,11007,30.66453,76.80344,cc53e2e642d9065a9317b74c0fdfe96786a5117d226204592310bb8a8457405f,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00281,+916489325288,+917374740748,2026-08-13T16:52:00,154,MT,voice,287101226916693,404863116566701,1897,11007,30.66453,76.80344,5c49871f059e0085e4b0d610c32e1481035e2ad1a162ef35616290dc04ea996b,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00282,+916489325288,+919044997278,2026-08-13T12:56:00,29,MT,voice,287101226916693,404863116566701,4770,75570,30.70705,76.77017,b0177782dee379e55317636ebfd780f7c9da8d32c3e4216a3cb570e82263523d,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00283,+917957015430,+916489325288,2026-08-13T19:12:00,288,MT,voice,287101226916693,404106513338726,4770,75570,30.70705,76.77017,bfe5d1cb6a5c327d189e9b65e51dba3ca2614fce301327dc0143071a5ec55ebe,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00284,+917957015430,+918701436349,2026-08-13T17:26:00,348,MT,voice,287101226916693,404106513338726,1672,68947,30.74909,76.7586,332d47dbbedf829b1bc90057f19eda9de3c8a0aa7317a41980e46596446ce8b9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00285,+917957015430,+916489325288,2026-08-13T08:53:00,86,MO,voice,287101226916693,404106513338726,4770,75570,30.70705,76.77017,5b86d67b69d5c6217ae6b3d240df482bfcf74628acad13a5d58bb73ef4e45b33,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00286,+917911718227,+917064090974,2026-08-13T13:06:00,36,MT,voice,287101226916693,404454731781080,1897,11007,30.66453,76.80344,82f8a2414a71ebf0ebc4563e7a7bc0f007cd20b520a9972ceb4e0e4e8be96cfd,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00287,+918489638346,+916462704828,2026-08-13T18:14:00,330,MO,voice,287101226916693,404103267736026,6802,19447,30.68765,76.77904,c8e87eab3449659f4c88b592bf39dd18a96dca4b1f155829b240da58bd42f83e,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00288,+918489638346,+917064090974,2026-08-13T09:29:00,347,MO,voice,287101226916693,404103267736026,6053,15952,30.66646,76.80813,0cc48122082b91fcd146ee2f86d31bf64af6eab0e7c13cb4afcd80cff91e68e0,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00289,+918489638346,+917859770348,2026-08-13T08:52:00,335,MT,voice,287101226916693,404103267736026,4770,75570,30.70705,76.77017,19c7578965a9a8cf87afded63694aa2b1e2b3833b54b88d33225c53224532eb2,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00290,+917787133150,+916489325288,2026-08-13T13:33:00,69,MO,voice,287101226916693,404106474687234,1897,11007,30.66453,76.80344,39c9db3fda903d64eb804e05c857a085723e14d5e65e61bfb95fbfafd33106c9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00291,+917787133150,+919044997278,2026-08-13T13:12:00,289,MO,voice,287101226916693,404106474687234,4770,75570,30.70705,76.77017,0aa441d60a43813b20f44636e27d9ee0ad63bfcaa7c9513f084c658afc9c3c59,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00292,+917787133150,+918159212499,2026-08-13T20:47:00,74,MT,voice,287101226916693,404106474687234,6053,15952,30.66646,76.80813,d61aaea105ade34d7d0930070414ddd99bdecd426949306125a86d464482bdf8,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00293,+916081219136,+916980841241,2026-08-13T12:35:00,225,MT,voice,939909169985432,404493462475107,1672,68947,30.74909,76.7586,b8cd13f45377004c975774d9ca91eba5111999695d473ca998ec142b96f45d06,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00294,+916980841241,+919648877190,2026-08-13T17:35:00,186,MT,voice,824493534874017,404864005242786,2251,76910,30.71599,76.75367,e7c7f56ff3661cbb5761b831250495e375ce9a31880ba5262e889e95b5b399f2,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00295,+916980841241,+917221969379,2026-08-13T17:38:00,143,MO,voice,824493534874017,404864005242786,3463,53694,30.64978,76.76963,4edc0f9cbf5da3c61630dc5fa54c6534994662286639c86bff9fa1dd448f49b1,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00296,+916980841241,+916271937452,2026-08-13T18:28:00,249,MT,voice,824493534874017,404864005242786,3578,58503,30.6774,76.72893,2b0a28518ba64baacbfa079a951a1646e83c64071ca34d48ce0c343a775f4e40,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00297,+916980841241,+918701436349,2026-08-13T07:33:00,89,MT,voice,824493534874017,404864005242786,8147,12456,30.69517,76.69934,e93ad2131ecd64dbc0bc1bbc754f2a9f8fa39815616ece55cb6905deeb23b4e1,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00298,+917053315869,+916936183242,2026-08-13T07:49:00,373,MT,voice,322602563421605,404863375433036,3248,43491,30.67473,76.7044,641749f9bb645333f9e22c6f9a3d6bb39a7cccc677354ae0ba5980619ede7615,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00299,+917053315869,+918159212499,2026-08-13T11:06:00,39,MT,voice,322602563421605,404863375433036,6053,15952,30.66646,76.80813,06397638b35cbd8facda8d665826eda75847d6c351ccbc00345a22099cb38bb9,832279ccb407938aa069e20008b4e250,cdr.csv
CDR00300,+916569816934,+917859770348,2026-08-13T14:14:00,151,MT,voice,608835615951489,404496564823662,2234,33218,30.75416,76.76535,31c99a030959055c93c83f0163f36569e20b26cbf997bf11e0951aa8b1d67811,832279ccb407938aa069e20008b4e250,cdr.csv
